Post Title,Post Url,Download Link,Date Posted
Lola Rae – Come And See,https://justnaija.com/lola-rae-come-and-see-m5040/,https://justnaija.com/music/download/5040/,2022-08-12T17:50:29+01:00
King Perryy – Get The Money ft. Timaya,https://justnaija.com/king-perryy-get-the-money-ft-timaya-m5039/,https://justnaija.com/music/download/5039/,2022-08-12T17:50:30+01:00
King Perryy – Big Man Cruise ft. Mayorkun,https://justnaija.com/king-perryy-big-man-cruise-ft-mayorkun-m5038/,https://justnaija.com/music/download/5038/,2022-08-12T17:50:31+01:00
King Perryy – Paulina ft. Phyno,https://justnaija.com/king-perryy-paulina-ft-phyno-m5037/,https://justnaija.com/music/download/5037/,2022-08-12T17:50:32+01:00
Danny S – Cruise (Freestyle),https://justnaija.com/danny-s-cruise-freestyle-m5036/,https://justnaija.com/music/download/5036/,2022-08-12T17:50:33+01:00
Dremo – Creative (Freestyle),https://justnaija.com/dremo-creative-freestyle-m5035/,https://justnaija.com/music/download/5035/,2022-08-12T17:50:34+01:00
Morien – Dragon,https://justnaija.com/morien-dragon-m5034/,https://justnaija.com/music/download/5034/,2022-08-12T17:50:35+01:00
"Sha Sha, Killertunes, Walshy Fire & Like Mike – Light Up",https://justnaija.com/sha-sha-killertunes-walshy-fire-like-mike-light-up-m5033/,https://justnaija.com/music/download/5033/,2022-08-12T17:50:36+01:00
Mercy Chinwo – Onyedikagi ft. Glowrie,https://justnaija.com/mercy-chinwo-onyedikagi-ft-glowrie-01-m5032/,https://justnaija.com/music/download/5032/,2022-08-12T17:50:37+01:00
Runtown – Understanding Love ft. Emtee,https://justnaija.com/runtown-understanding-love-ft-emtee-01-m5031/,https://justnaija.com/music/download/5031/,2022-08-12T17:50:39+01:00
Runtown – Vigilante Riddim ft. DarkoVibes,https://justnaija.com/runtown-vigilante-riddim-ft-darkovibes-m5030/,https://justnaija.com/music/download/5030/,2022-08-12T17:50:40+01:00
Runtown – Ghetto Gospel Riddim (Fitilia) ft. Minz,https://justnaija.com/runtown-ghetto-gospel-riddim-fitilia-ft-minz-m5029/,https://justnaija.com/music/download/5029/,2022-08-12T17:50:41+01:00
Runtown – Bad Gyal Riddim ft. Minz,https://justnaija.com/runtown-bad-gyal-riddim-ft-minz-m5028/,https://justnaija.com/music/download/5028/,2022-08-12T17:50:42+01:00
Runtown – Praises ft. Minz,https://justnaija.com/runtown-praises-ft-minz-m5027/,https://justnaija.com/music/download/5027/,2022-08-12T17:50:42+01:00
Runtown – Element Riddim ft. Darko Vibes,https://justnaija.com/runtown-element-riddim-ft-darko-vibes-m5026/,https://justnaija.com/music/download/5026/,2022-08-12T17:50:44+01:00
Runtown – Bad Pass Dem,https://justnaija.com/runtown-bad-pass-dem-m5025/,https://justnaija.com/music/download/5025/,2022-08-12T17:50:44+01:00
Runtown – Come Closer ft Emtee,https://justnaija.com/runtown-come-closer-ft-emtee-m5024/,https://justnaija.com/music/download/5024/,2022-08-12T17:50:46+01:00
Runtown – Mama Told Me ft Made Kuti,https://justnaija.com/runtown-mama-told-me-ft-made-kuti-m5023/,https://justnaija.com/music/download/5023/,2022-08-12T17:50:49+01:00
Runtown – Kini Issue (Remix),https://justnaija.com/runtown-kini-issue-remix-m5022/,https://justnaija.com/music/download/5022/,2022-08-12T17:50:50+01:00
Runtown – Sativa ft. Minz,https://justnaija.com/runtown-sativa-ft-minz-m5021/,https://justnaija.com/music/download/5021/,2022-08-12T17:50:51+01:00
"Runtown – Fuck Eh Up ft. Darko Vibes, Minz",https://justnaija.com/runtown-fuck-eh-up-ft-darko-vibes-minz-m5020/,https://justnaija.com/music/download/5020/,2022-08-12T17:50:52+01:00
Yonda – Ti Were Bo,https://justnaija.com/yonda-ti-were-bo-m5019/,https://justnaija.com/music/download/5019/,2022-08-12T17:50:53+01:00
Runtown – Tell Me What You Want ft. Gemini Major,https://justnaija.com/runtown-tell-me-what-you-want-ft-gemini-major-m5018/,https://justnaija.com/music/download/5018/,2022-08-12T17:50:54+01:00
Runtown – Luva Luva ft. Rowlene,https://justnaija.com/runtown-luva-luva-ft-rowlene-m5017/,https://justnaija.com/music/download/5017/,2022-08-12T17:50:55+01:00
DJ Lugano – Jam It ft. Ademz,https://justnaija.com/dj-lugano-jam-it-ft-ademz-m5016/,https://justnaija.com/music/download/5016/,2022-08-12T17:50:56+01:00
Harrysong – Piom Piom Piom,https://justnaija.com/harrysong-piom-piom-piom-m5015/,https://justnaija.com/music/download/5015/,2022-08-12T17:50:57+01:00
Studio Magic – VVS ft. Fresh L & Moelogo,https://justnaija.com/studio-magic-vvs-ft-fresh-l-moelogo-01-m5014/,https://justnaija.com/music/download/5014/,2022-08-12T17:50:58+01:00
Ladipoe – Rap Messiah (Freestyle),https://justnaija.com/ladipoe-rap-messiah-freestyle-m5013/,https://justnaija.com/music/download/5013/,2022-08-12T17:50:59+01:00
Olakira – Sere ft. Zuchu,https://justnaija.com/olakira-sere-ft-zuchu-m5012/,https://justnaija.com/music/download/5012/,2022-08-12T17:51:00+01:00
Sarkodie – No Fugazy (Drip 101),https://justnaija.com/sarkodie-no-fugazy-drip-101-m5011/,https://justnaija.com/music/download/5011/,2022-08-12T17:51:02+01:00
Masterkraft – Egbon ft. Phyno,https://justnaija.com/masterkraft-egbon-ft-phyno-m5010/,https://justnaija.com/music/download/5010/,2022-08-12T17:51:03+01:00
Zlatan – Cho Cho ft. Davido & Mayorkun,https://justnaija.com/zlatan-cho-cho-ft-davido-mayorkun-m5008/,https://justnaija.com/music/download/5008/,2022-08-12T17:51:04+01:00
Joeboy – Door (Remix) ft. Kwesi Arthur,https://justnaija.com/joeboy-door-ft-kwesi-arthur-m5007/,https://justnaija.com/music/download/5007/,2022-08-12T17:51:07+01:00
Asake – Don’t Hype Me,https://justnaija.com/asake-dont-hype-me-m5006/,https://justnaija.com/music/download/5006/,2022-08-12T17:51:08+01:00
"D-Black – Enjoyment Minister ft. Stonebwoy, Quamina MP",https://justnaija.com/d-black-enjoyment-minister-ft-stonebwoy-quamina-mp-m5005/,https://justnaija.com/music/download/5005/,2022-08-12T17:51:09+01:00
AcebergTM – Loyal,https://justnaija.com/acebergtm-loyal-m5004/,https://justnaija.com/music/download/5004/,2022-08-12T17:51:11+01:00
AcebergTM – What I Like,https://justnaija.com/acebergtm-what-i-like-m5003/,https://justnaija.com/music/download/5003/,2022-08-12T17:51:12+01:00
AcebergTM – Bella,https://justnaija.com/acebergtm-bella-m5002/,https://justnaija.com/music/download/5002/,2022-08-12T17:51:13+01:00
AcebergTM – Danca,https://justnaija.com/acebergtm-danca-m5001/,https://justnaija.com/music/download/5001/,2022-08-12T17:51:14+01:00
AcebergTM – Slow Wine ft. Mstruff,https://justnaija.com/acebergtm-slow-wine-ft-mstruff-m5000/,https://justnaija.com/music/download/5000/,2022-08-12T17:51:15+01:00
AcebergTM – Rockstar,https://justnaija.com/acebergtm-rockstar-m4999/,https://justnaija.com/music/download/4999/,2022-08-12T17:51:16+01:00
Skiibii – Bygone,https://justnaija.com/skiibii-bygone-m4998/,https://justnaija.com/music/download/4998/,2022-08-12T17:51:17+01:00
Omawumi – Bullshit,https://justnaija.com/omawumi-bullshit-m4997/,https://justnaija.com/music/download/4997/,2022-08-12T17:51:18+01:00
Sefa – E Choke ft. Mr Drew,https://justnaija.com/sefa-e-choke-ft-mr-drew-m4996/,https://justnaija.com/music/download/4996/,2022-08-12T17:51:19+01:00
Boy Xander - Need Me,https://justnaija.com/boy-xander-need-me-m4995/,https://justnaija.com/music/download/4995/,2022-08-12T17:51:20+01:00
Kofi Kinaata – Thy Grace,https://justnaija.com/kofi-kinaata-thy-grace-m4994/,https://justnaija.com/music/download/4994/,2022-08-12T17:51:22+01:00
Korede Bello – Leg Work,https://justnaija.com/korede-bello-leg-work-m4993/,https://justnaija.com/music/download/4993/,2022-08-12T17:51:23+01:00
Angela Okorie – Give Me Love ft. B-Red,https://justnaija.com/angela-okorie-give-me-love-ft-b-red-m4992/,https://justnaija.com/music/download/4992/,2022-08-12T17:51:24+01:00
BOJ – Emotions,https://justnaija.com/boj-emotions-m4991/,https://justnaija.com/music/download/4991/,2022-08-12T17:51:25+01:00
"Falz – Squander (Remix) ft. Niniola, Kamo Mphela, Mpura & Sayfar",https://justnaija.com/falz-squander-remix-ft-niniola-kamo-mphela-mpura-sayfar-m4990/,https://justnaija.com/music/download/4990/,2022-08-12T17:51:27+01:00
Peruzzi – God Forbid,https://justnaija.com/peruzzi-god-forbid-m4988/,https://justnaija.com/music/download/4988/,2022-08-12T17:51:28+01:00
Peruzzi – Girlie,https://justnaija.com/peruzzi-girlie-m4987/,https://justnaija.com/music/download/4987/,2022-08-12T17:51:29+01:00
Peruzzi – Murda,https://justnaija.com/peruzzi-murda-m4985/,https://justnaija.com/music/download/4985/,2022-08-12T17:51:30+01:00
Peruzzi – See Love,https://justnaija.com/peruzzi-see-love-m4984/,https://justnaija.com/music/download/4984/,2022-08-12T17:51:31+01:00
Peruzzi – Telepot,https://justnaija.com/peruzzi-telepot-m4983/,https://justnaija.com/music/download/4983/,2022-08-12T17:51:33+01:00
Peruzzi – Juba (Bow),https://justnaija.com/peruzzi-juba-bow-m4982/,https://justnaija.com/music/download/4982/,2022-08-12T17:51:34+01:00
Peruzzi – Color ft. Set Up,https://justnaija.com/peruzzi-color-ft-set-up-m4981/,https://justnaija.com/music/download/4981/,2022-08-12T17:51:35+01:00
Peruzzi – Call,https://justnaija.com/peruzzi-call-m4980/,https://justnaija.com/music/download/4980/,2022-08-12T17:51:36+01:00
Peruzzi – Change Your Style ft. Boylexxy,https://justnaija.com/peruzzi-change-your-style-ft-boylexxy-m4979/,https://justnaija.com/music/download/4979/,2022-08-12T17:51:37+01:00
Peruzzi – Feeling Good,https://justnaija.com/peruzzi-feeling-good-m4978/,https://justnaija.com/music/download/4978/,2022-08-12T17:51:38+01:00
Peruzzi – Baddest ft. Don Jazzy & Phyno,https://justnaija.com/peruzzi-baddest-ft-don-jazzy-phyno-m4977/,https://justnaija.com/music/download/4977/,2022-08-12T17:51:39+01:00
Peruzzi – Matrimony ft. Tiwa Savage,https://justnaija.com/peruzzi-matrimony-ft-tiwa-savage-m4976/,https://justnaija.com/music/download/4976/,2022-08-12T17:51:40+01:00
Peruzzi – Kalakuta,https://justnaija.com/peruzzi-kalakuta-m4975/,https://justnaija.com/music/download/4975/,2022-08-12T17:51:41+01:00
Peruzzi – Available ft. Wande Coal,https://justnaija.com/peruzzi-available-ft-wande-coal-m4974/,https://justnaija.com/music/download/4974/,2022-08-12T17:51:42+01:00
Peruzzi – Baba God ft. Patoranking,https://justnaija.com/peruzzi-baba-god-ft-patoranking-m4973/,https://justnaija.com/music/download/4973/,2022-08-12T17:51:44+01:00
Kida Kudz – Animalistic,https://justnaija.com/kida-kudz-animalistic-m4972/,https://justnaija.com/music/download/4972/,2022-08-12T17:51:45+01:00
Blaqbonez – Bling ft. Amaarae & Buju,https://justnaija.com/blaqbonez-bling-ft-amaarae-buju-m4971/,https://justnaija.com/music/download/4971/,2022-08-12T17:51:46+01:00
Rexxie – Back 2 Back ft. Bella Shmurda,https://justnaija.com/rexxie-back-2-back-ft-bella-shmurda-m4970/,https://justnaija.com/music/download/4970/,2022-08-12T17:51:47+01:00
Cheque & Fireboy DML - History,https://justnaija.com/cheque-fireboy-dml-history-02-m4969/,https://justnaija.com/music/download/4969/,2022-08-12T17:51:48+01:00
Victony - Broken,https://justnaija.com/victony-broken-m4968/,https://justnaija.com/music/download/4968/,2022-08-12T17:51:52+01:00
Mr Raw – Nwa Calabar ft. Yung L,https://justnaija.com/mr-raw-nwa-calabar-ft-yung-l-m4967/,https://justnaija.com/music/download/4967/,2022-08-12T17:51:53+01:00
DJ Enimoney – Sugar Daddy ft. Olamide,https://justnaija.com/dj-enimoney-sugar-daddy-ft-olamide-m4966/,https://justnaija.com/music/download/4966/,2022-08-12T17:51:54+01:00
Dr Dolor – Madam The Madam,https://justnaija.com/dr-dolor-madam-the-madam-m4965/,https://justnaija.com/music/download/4965/,2022-08-12T17:51:55+01:00
Solidstar – Umbrella,https://justnaija.com/solidstar-umbrella-m4964/,https://justnaija.com/music/download/4964/,2022-08-12T17:51:56+01:00
Legendary Styles – Selfish (Papa Peter),https://justnaija.com/legendary-styles-selfish-papa-peter-m4963/,https://justnaija.com/music/download/4963/,2022-08-12T17:51:57+01:00
Morich - Only Jesus ft. Tubalee (NTFbeatz),https://justnaija.com/morich-only-jesus-m4962/,https://justnaija.com/music/download/4962/,2022-08-12T17:51:58+01:00
Ichaba – Oja ft. Mayorkun,https://justnaija.com/ichaba-oja-ft-mayorkun-m4961/,https://justnaija.com/music/download/4961/,2022-08-12T17:51:59+01:00
Mr P – Nobody,https://justnaija.com/mr-p-nobody-m4960/,https://justnaija.com/music/download/4960/,2022-08-12T17:52:02+01:00
Mr P – Fly Away,https://justnaija.com/mr-p-fly-away-m4959/,https://justnaija.com/music/download/4959/,2022-08-12T17:52:05+01:00
Mr P – Lola Diego ft. Singah,https://justnaija.com/mr-p-lola-diego-ft-singah-m4958/,https://justnaija.com/music/download/4958/,2022-08-12T17:52:07+01:00
Mr P – Grow Old ft. OvieKelz,https://justnaija.com/mr-p-grow-old-ft-oviekelz-m4957/,https://justnaija.com/music/download/4957/,2022-08-12T17:52:08+01:00
Mr P – Eh lo,https://justnaija.com/mr-p-eh-lo-m4956/,https://justnaija.com/music/download/4956/,2022-08-12T17:52:10+01:00
Mr P – Prodigal ft. DJ Switch,https://justnaija.com/mr-p-prodigal-ft-dj-switch-01-m4955/,https://justnaija.com/music/download/4955/,2022-08-12T17:52:11+01:00
Mr P – Smooth Criminal,https://justnaija.com/mr-p-smooth-criminal-m4954/,https://justnaija.com/music/download/4954/,2022-08-12T17:52:15+01:00
Mr P – Blessed,https://justnaija.com/mr-p-blessed-m4953/,https://justnaija.com/music/download/4953/,2022-08-12T17:52:17+01:00
Mr P – Boyfriend,https://justnaija.com/mr-p-boyfriend-m4952/,https://justnaija.com/music/download/4952/,2022-08-12T17:52:19+01:00
Mr P – I No Like Trouble,https://justnaija.com/mr-p-i-no-like-trouble-08-m4951/,https://justnaija.com/music/download/4951/,2022-08-12T17:52:22+01:00
"Mr P – I Love You ft. Simi, Teni, Tamar Braxton",https://justnaija.com/mr-p-i-love-you-ft-simi-teni-tamar-braxton-07-m4950/,https://justnaija.com/music/download/4950/,2022-08-12T17:52:24+01:00
Mr P – I Do Ft. Tiwa Savage,https://justnaija.com/mr-p-i-do-ft-tiwa-savage-07-m4949/,https://justnaija.com/music/download/4949/,2022-08-12T17:52:26+01:00
Mr P – Odo,https://justnaija.com/mr-p-odo-m4948/,https://justnaija.com/music/download/4948/,2022-08-12T17:52:28+01:00
Nadisx - Possibility,https://justnaija.com/nadisx-possibility-m4947/,https://justnaija.com/music/download/4947/,2022-08-12T17:52:29+01:00
Umu Obiligbo – Enjoyment,https://justnaija.com/umu-obiligbo-enjoyment-m4946/,https://justnaija.com/music/download/4946/,2022-08-12T17:52:30+01:00
Mayorkun – Dance ft. L.A.X,https://justnaija.com/mayorkun-dance-ft-lax-m4945/,https://justnaija.com/music/download/4945/,2022-08-12T17:52:31+01:00
Bella Shmurda – World,https://justnaija.com/bella-shmurda-worlld-02-m4944/,https://justnaija.com/music/download/4944/,2022-08-12T17:52:32+01:00
Kcee – Cultural Praise Vol. 5 ft. Okwesili Eze Group,https://justnaija.com/kcee-cultural-praise-vol-5-ft-okwesili-eze-group-m4943/,https://justnaija.com/music/download/4943/,2022-08-12T17:52:35+01:00
Kcee – Cultural Praise Vol. 4 ft. Okwesili Eze Group,https://justnaija.com/kcee-cultural-praise-vol-4-ft-okwesili-eze-group-m4942/,https://justnaija.com/music/download/4942/,2022-08-12T17:52:36+01:00
Kcee – Cultural Praise Vol. 3 ft. Okwesili Eze Group,https://justnaija.com/kcee-cultural-praise-vol-3-ft-okwesili-eze-group-m4941/,https://justnaija.com/music/download/4941/,2022-08-12T17:52:37+01:00
Blaqbonez – Lemon Pepper (Freestyle),https://justnaija.com/blaqbonez-lemon-pepper-freestyle-m4940/,https://justnaija.com/music/download/4940/,2022-08-12T17:52:38+01:00
"Bella Shmurda – P’s & Chills (Freestyle) ft. Efya, Darkovibes, Kelvyn Boy",https://justnaija.com/bella-shmurda-ps-chills-freestyle-ft-efya-darkovibes-kelvyn-boy-m4939/,https://justnaija.com/music/download/4939/,2022-08-12T17:52:39+01:00
Ruffcoin – Where Una Dey See This Money,https://justnaija.com/ruffcoin-where-una-dey-see-this-money-m4938/,https://justnaija.com/music/download/4938/,2022-08-12T17:52:41+01:00
"Dem'b - No Flow, No Show",https://justnaija.com/demb-no-flow-no-show-m4937/,https://justnaija.com/music/download/4937/,2022-08-12T17:52:42+01:00
Dj Salaree - Amapiano Hits Mixtape,https://justnaija.com/dj-salaree-amapiano-hits-mixtape-m4936/,https://justnaija.com/music/download/4936/,2022-08-12T17:51:09+01:00
Mikenoris – Siko (Remix) ft. Niniola & Focalistic,https://justnaija.com/mikenoris-siko-remix-ft-niniola-focalistic-m4935/,https://justnaija.com/music/download/4935/,2022-08-12T17:52:44+01:00
Vector – Obedience,https://justnaija.com/vector-obedience-m4934/,https://justnaija.com/music/download/4934/,2022-08-12T17:52:45+01:00
LadiPoe – Champagne Already ft. Terry Apala,https://justnaija.com/ladipoe-champagne-already-ft-terry-apala-m4933/,https://justnaija.com/music/download/4933/,2022-08-12T17:52:46+01:00
Angelique Kidjo – Dignity ft. Yemi Alade,https://justnaija.com/angelique-kidjo-dignity-ft-yemi-alade-m4932/,https://justnaija.com/music/download/4932/,2022-08-12T17:52:47+01:00
Mr P – Paloma ft Singah,https://justnaija.com/mr-p-paloma-ft-singah-m4931/,https://justnaija.com/music/download/4931/,2022-08-12T17:52:48+01:00
Mr P – Just Like that ft. Mohombi,https://justnaija.com/mr-p-just-like-that-ft-mohombi-m4930/,https://justnaija.com/music/download/4930/,2022-08-12T17:52:49+01:00
Hotkid – Prayer,https://justnaija.com/hotkid-prayer-m4929/,https://justnaija.com/music/download/4929/,2022-08-12T17:52:51+01:00
Enisa – Love Cycle (Remix) ft. Davido,https://justnaija.com/enisa-love-cycle-remix-ft-davido-m4928/,https://justnaija.com/music/download/4928/,2022-08-12T17:52:53+01:00
Yaw Tog – Time,https://justnaija.com/yaw-tog-time-m4927/,https://justnaija.com/music/download/4927/,2022-08-12T17:52:54+01:00
Yaw Tog – Y33gye,https://justnaija.com/yaw-tog-y33gye-m4926/,https://justnaija.com/music/download/4926/,2022-08-12T17:52:56+01:00
Yaw Tog – Mood ft. Sean Lifer,https://justnaija.com/yaw-tog-mood-ft-sean-lifer-m4925/,https://justnaija.com/music/download/4925/,2022-08-12T17:52:57+01:00
Yaw Tog – Fake Ex,https://justnaija.com/yaw-tog-fake-ex-m4924/,https://justnaija.com/music/download/4924/,2022-08-12T17:52:58+01:00
Yaw Tog – Boyz,https://justnaija.com/yaw-tog-boyz-m4923/,https://justnaija.com/music/download/4923/,2022-08-12T17:52:59+01:00
Yaw Tog – Gold Friends,https://justnaija.com/yaw-tog-gold-friends-m4922/,https://justnaija.com/music/download/4922/,2022-08-12T17:53:00+01:00
Crayon – Man Dem ft. One Acen,https://justnaija.com/crayon-man-dem-ft-one-acen-m4921/,https://justnaija.com/music/download/4921/,2022-08-12T17:53:01+01:00
Crayon – In Sync,https://justnaija.com/crayon-in-sync-m4920/,https://justnaija.com/music/download/4920/,2022-08-12T17:53:02+01:00
DJ 4kerty – Majo ft. Bella Shmurda,https://justnaija.com/dj-4kerty-majo-ft-bella-shmurda-m4919/,https://justnaija.com/music/download/4919/,2022-08-12T17:53:03+01:00
Crayon – Too Correct ft. Rema,https://justnaija.com/crayon-too-correct-ft-rema-m4918/,https://justnaija.com/music/download/4918/,2022-08-12T17:53:04+01:00
6xslatt – Vampire ft. Burna Boy,https://justnaija.com/6xslatt-vampire-ft-burna-boy-m4917/,https://justnaija.com/music/download/4917/,2022-08-12T17:53:05+01:00
Ayra Starr – Ija (Remix) ft. Tokimonsta,https://justnaija.com/ayra-starr-ija-remix-ft-tokimonsta-m4916/,https://justnaija.com/music/download/4916/,2022-08-12T17:53:06+01:00
Peruzzi – Somebody Baby ft. Davido,https://justnaija.com/peruzzi-somebody-baby-ft-davido-m4915/,https://justnaija.com/music/download/4915/,2022-08-12T17:53:07+01:00
Corizo – Hell (Interlude),https://justnaija.com/corizo-hell-interlude-m4914/,https://justnaija.com/music/download/4914/,2022-08-12T17:53:09+01:00
Justin Bieber – Loved by You (Instrumental) ft. Burna Boy,https://justnaija.com/justin-bieber-loved-by-you-instrumental-ft-burna-boy-m4913/,https://justnaija.com/music/download/4913/,2022-08-12T17:53:11+01:00
Justin Bieber – Loved By You ft. Burna Boy,https://justnaija.com/justin-bieber-loved-by-you-ft-burna-boy-m4912/,https://justnaija.com/music/download/4912/,2022-08-12T17:53:12+01:00
Teni – Black,https://justnaija.com/teni-black-m4911/,https://justnaija.com/music/download/4911/,2022-08-12T17:53:15+01:00
Teni – XXXL,https://justnaija.com/teni-xxxl-m4910/,https://justnaija.com/music/download/4910/,2022-08-12T17:53:16+01:00
Teni – DADS SONG,https://justnaija.com/teni-dads-song-m4909/,https://justnaija.com/music/download/4909/,2022-08-12T17:53:17+01:00
Teni – Okocha,https://justnaija.com/teni-okocha-m4908/,https://justnaija.com/music/download/4908/,2022-08-12T17:53:19+01:00
Teni – Wonda Why,https://justnaija.com/teni-wonda-why-m4907/,https://justnaija.com/music/download/4907/,2022-08-12T17:53:20+01:00
Teni – ON,https://justnaija.com/teni-on-m4906/,https://justnaija.com/music/download/4906/,2022-08-12T17:53:22+01:00
Teni – Were,https://justnaija.com/teni-were-m4905/,https://justnaija.com/music/download/4905/,2022-08-12T17:53:23+01:00
Teni – Hustle,https://justnaija.com/teni-hustle-m4904/,https://justnaija.com/music/download/4904/,2022-08-12T17:53:24+01:00
Teni – 100 METERS,https://justnaija.com/teni-100-meters-m4903/,https://justnaija.com/music/download/4903/,2022-08-12T17:53:27+01:00
Teni – Injure Me,https://justnaija.com/teni-injure-me-m4902/,https://justnaija.com/music/download/4902/,2022-08-12T17:53:28+01:00
Teni – Game Over,https://justnaija.com/teni-game-over-m4901/,https://justnaija.com/music/download/4901/,2022-08-12T17:53:29+01:00
Teni – Toxic,https://justnaija.com/teni-toxic-m4900/,https://justnaija.com/music/download/4900/,2022-08-12T17:53:30+01:00
Teni – FBI,https://justnaija.com/teni-fbi-m4899/,https://justnaija.com/music/download/4899/,2022-08-12T17:53:32+01:00
Teni – Moslado,https://justnaija.com/teni-moslado-m4898/,https://justnaija.com/music/download/4898/,2022-08-12T17:53:36+01:00
Teni – Maja,https://justnaija.com/teni-maja-m4897/,https://justnaija.com/music/download/4897/,2022-08-12T17:53:37+01:00
MI Abaga – TBDK ft. Sinzu & Erigga,https://justnaija.com/mi-abaga-tbdk-ft-sinzu-erigga-m4895/,https://justnaija.com/music/download/4895/,2022-08-12T17:53:38+01:00
Gyakie – Forever (Remix) ft. Omah Lay,https://justnaija.com/gyakie-forever-remix-ft-omah-lay-m4894/,https://justnaija.com/music/download/4894/,2022-08-12T17:53:40+01:00
M.anifest – No Fear ft. Vic Mensa & Moliy,https://justnaija.com/manifest-no-fear-ft-vic-mensa-moliy-m4893/,https://justnaija.com/music/download/4893/,2022-08-12T17:53:42+01:00
JAE5 – Dimension ft. Rema & Skepta,https://justnaija.com/dimension-ft-rema-skepta-01-m4892/,https://justnaija.com/music/download/4892/,2022-08-12T17:53:43+01:00
Crayon – Jackpot ft. Bella Shmurda,https://justnaija.com/crayon-jackpot-ft-bella-shmurda-m4891/,https://justnaija.com/music/download/4891/,2022-08-12T17:53:45+01:00
Shatta Wale – Blow Up ft. Skillibeng,https://justnaija.com/shatta-wale-blow-up-ft-skillibeng-m4890/,https://justnaija.com/music/download/4890/,2022-08-12T17:53:47+01:00
E.L – Love And Money ft. Oxlade,https://justnaija.com/el-love-and-money-ft-oxlade-m4889/,https://justnaija.com/music/download/4889/,2022-08-12T17:53:48+01:00
Medikal – El Chairmano ft. Shatta Wale,https://justnaija.com/medikal-el-chairmano-ft-shatta-wale-m4888/,https://justnaija.com/music/download/4888/,2022-08-12T17:53:49+01:00
Medikal – Oseiyie ft. Kuami Eugene,https://justnaija.com/medikal-oseiyie-ft-kuami-eugene-m4887/,https://justnaija.com/music/download/4887/,2022-08-12T17:53:51+01:00
Candy Bleakz – Kope,https://justnaija.com/candy-bleakz-kope-m4886/,https://justnaija.com/music/download/4886/,2022-08-12T17:53:53+01:00
Naira Marley – Coming ft. Busiswa,https://justnaija.com/naira-marley-coming-ft-busiswa-06-m4885/,https://justnaija.com/music/download/4885/,2022-08-12T17:53:54+01:00
Brainee – Kpokom ft. Oxlade,https://justnaija.com/brainee-kpokom-ft-oxlade-m4884/,https://justnaija.com/music/download/4884/,2022-08-12T17:53:56+01:00
Idowest – Gbe Body Ft. Mohbad,https://justnaija.com/idowest-gbe-body-ft-mohbad-m4883/,https://justnaija.com/music/download/4883/,2022-08-12T17:53:57+01:00
"Idowest – Ewe Ft. Q2, Abramsoul & C Blvck",https://justnaija.com/idowest-ewe-ft-q2-abramsoul-c-blvck-m4882/,https://justnaija.com/music/download/4882/,2022-08-12T17:53:58+01:00
Idowest – Mafia Tension Ft. Bella Shmurda,https://justnaija.com/idowest-mafia-tension-ft-bella-shmurda-m4881/,https://justnaija.com/music/download/4881/,2022-08-12T17:53:59+01:00
Idowest – Famo ft. Zlatan,https://justnaija.com/idowest-famo-ft-zlatan-m4880/,https://justnaija.com/music/download/4880/,2022-08-12T17:54:00+01:00
Idowest – Joro ft. Ayanfe,https://justnaija.com/idowest-joro-ft-ayanfe-m4879/,https://justnaija.com/music/download/4879/,2022-08-12T17:54:01+01:00
Idowest – Kabaa ft. Mayorkun,https://justnaija.com/idowest-kabaa-ft-mayorkun-m4878/,https://justnaija.com/music/download/4878/,2022-08-12T17:54:02+01:00
Idowest – Caro ft. Davido,https://justnaija.com/idowest-caro-ft-davido-m4877/,https://justnaija.com/music/download/4877/,2022-08-12T17:54:03+01:00
Idowest – Nu Level,https://justnaija.com/idowest-nu-level-m4876/,https://justnaija.com/music/download/4876/,2022-08-12T17:54:05+01:00
Idowest – Jah,https://justnaija.com/idowest-jah-m4875/,https://justnaija.com/music/download/4875/,2022-08-12T17:54:06+01:00
Tim Godfrey – Iyanu A Sele ft. Pastor E.A Adeboye & Tope Alabi,https://justnaija.com/tim-godfrey-iyanu-a-sele-ft-pastor-ea-adeboye-tope-alabi-01-m4874/,https://justnaija.com/music/download/4874/,2022-08-12T17:54:06+01:00
Loski – Naija Man Ft. Davido,https://justnaija.com/loski-naija-man-ft-davido-m4873/,https://justnaija.com/music/download/4873/,2022-08-12T17:54:08+01:00
Pappy Kojo – Green Means Go ft. Phyno & RJZ,https://justnaija.com/pappy-kojo-green-means-go-ft-phyno-rjz-m4872/,https://justnaija.com/music/download/4872/,2022-08-12T17:54:09+01:00
Kuami Eugene x Jupitar – Try We,https://justnaija.com/kuami-eugene-x-jupitar-try-we-m4871/,https://justnaija.com/music/download/4871/,2022-08-12T17:54:10+01:00
Di’Ja – My Baby,https://justnaija.com/dija-my-baby-m4870/,https://justnaija.com/music/download/4870/,2022-08-12T17:54:11+01:00
"Blaq Jerzee – Falling For U ft. Mr Eazi, Harmonize",https://justnaija.com/blaq-jerzee-falling-for-u-ft-mr-eazi-harmonize-m4869/,https://justnaija.com/music/download/4869/,2022-08-12T17:54:12+01:00
Mz Kiss – Scopa Tu Mana ft. Niniola,https://justnaija.com/mz-kiss-scopa-tu-mana-ft-niniola-m4868/,https://justnaija.com/music/download/4868/,2022-08-12T17:54:13+01:00
